nulo,id_opr_cad_pos,id_mvt_cad_pos,id_pgt_cad_pos,dat_pgt,dat_vct_tfm,vlr_pgt_tfm,cod_mdl,cmd
,ca528dbd-3d6,558ee940-2f5,e07789a5-5ad,17/07/19,2019-07-18,478.8411,D01,I
,cc0294e0-5aa,1f138635-a21,697c99b2-8e4,13/06/19,2019-06-08,124.0992,D01,E
,4c620860-285,2fd23c3f-63c,b9fb2276-2ef,25/06/19,2021-01-10,2716.2546,B05,I
,f5a47e7f-e92,b2b0f9c0-ba6,6019f200-d3e,06/03/20,2020-02-28,393.3561,D01,E
,7b261012-dd0,c9202c49-c98,44ff9f2c-105,26/04/19,2019-04-13,1266.5541,D01,I
,42bd7702-ddd,1eceacd6-9b1,0478498f-4a9,14/12/18,2019-04-08,3523.7334,B05,I
,744a347d-985,795dc68d-a1d,a26f60fd-542,19/11/18,2018-11-19,2990.5989,B05,I
,d68eb010-35e,cd734d8a-32c,54980fac-558,31/07/19,2019-07-01,1119.5199,D01,I
,c33d7992-d7f,51f2c53e-a02,eb3a32e1-696,26/08/19,2019-08-25,5231.9322,B05,I
,5258a6a9-430,285d55c6-52b,be8c1b81-e2f,10/06/19,2019-06-11,2450.0835,B05,I
,6b132ffe-839,c3b7c32b-554,1d15bad5-e59,29/03/19,2019-07-09,3755.2101,B05,I
,896c4f39-e39,822fcb9e-aad,c04efb13-d83,17/09/19,2019-09-20,4573.9896,C01,I
,6f9ca517-ef6,6164cacd-067,aa2cd549-662,23/08/19,2019-08-23,4285.7175,B05,I
,706a6c4e-4e8,fc9d3c7e-861,7d342481-c0d,10/04/19,2019-04-10,62.5500,D01,E
,706a6c4e-4e8,70b925c1-30d,a969b6be-361,12/06/19,2019-06-10,21.2670,D01,I
,6d8aa80a-f17,4da9f2a3-ced,cea4331c-3de,08/07/19,2019-07-13,776.5374,D01,E
,0e18e010-38c,6d5ae4fc-92f,ec6a8600-7c5,16/08/19,2019-08-16,2247.6300,D01,E
,93aa3d23-8e3,61a094ab-375,04a927f1-de7,10/12/19,2019-12-10,3213.3603,D01,E
,2ad0a0ca-c20,ba2e182a-217,1e65ba69-d0a,01/11/19,2019-11-01,69.8475,D01,E
,fe521d9a-009,5a47e47c-561,44c4588c-a7a,07/12/18,2018-11-20,1398.7431,C01,I
,f5e0f551-96a,b5b2074d-450,78574fd8-c6f,02/08/19,2019-08-07,4930.2327,B05,I
,742e777b-c68,bb05490e-986,24a540f5-de3,10/09/19,2019-09-10,90.3222,D01,E
,806ab415-47a,c791f1d0-04d,6cf35ddb-77f,24/06/19,2019-06-20,2639.2347,C01,I
,e83d12b3-8d4,65a9309a-c03,bccae335-038,01/07/19,2019-07-15,62.5500,D01,E
,c26d68b6-b95,ce9b2a24-663,d7b37fb9-7c8,09/08/19,2019-08-10,3408.2661,D01,E
,136dfab4-130,c167e914-42c,43867339-a60,21/11/18,2018-10-20,865.1916,C01,I
,a530ec63-da1,aedcf7ab-bcb,d23d3bf5-785,01/04/19,2019-04-01,4159.7418,B05,I
,ab29e149-b3d,3a6d1641-19e,20e0476a-56b,04/02/19,2019-02-10,1278.1884,D01,I
,54c19216-89a,59c5d75e-266,594ac433-096,10/11/16,2019-10-02,1675.0890,B05,I
,5583cf4c-fef,c00764c3-03c,3a33d93d-0f2,10/04/19,2019-04-10,62.5500,D01,I
,0a9e5083-728,da5fd9ec-921,7a4c7b7c-eef,22/04/19,2019-04-20,2988.3471,C01,I
,8b6cc19e-2c2,bd80a8e7-fbb,686a3c9e-551,01/01/20,2020-01-01,41.6583,D01,E
,6ea68c67-cde,720c1046-4a1,809c2de9-fd7,14/05/19,2019-06-10,2061.0225,C01,I
,37affef8-a2a,37b2c238-2d9,bd3fc0d2-e1b,11/12/18,2018-12-15,1855.4832,C01,I
,f43cd1ef-cdf,d6574664-7c6,54c596a1-b72,25/10/19,2019-10-25,3272.5326,B05,I
,f43cd1ef-cdf,8bb9ccd3-883,a3188c85-3ad,31/10/19,2020-08-25,3272.5326,B05,I
,f69de942-175,cd0a1a79-abf,06f82550-e8b,27/09/19,2019-10-05,9940.5294,C01,I
,0cccffa6-f1b,01362eab-e2e,0497b90e-13f,05/07/19,2019-07-05,56.2950,D01,E
,1ee41039-d1c,82be2136-2fc,9c024577-f32,17/06/19,2019-06-15,62.5500,D01,E
,1e683c7d-b78,3c5ef7d1-766,2bba4549-867,15/08/19,2019-08-15,1454.9964,D01,E
,450b48b8-03d,bc13d80e-a00,b000a869-9b3,20/01/20,2020-01-20,721.4100,D01,E
,d4bd170a-519,bd2b7b0e-b65,a2304680-b09,07/06/19,2019-06-10,4417.2810,C01,I
,8b6cc19e-2c2,8db3fa38-c25,fdbb8f60-304,01/02/20,2020-02-01,41.6583,D01,I
,a7e25271-102,32ebecae-afe,e709a8cc-4da,20/03/19,2019-03-20,2278.0293,C01,I
,cbb8129d-227,d8601dc3-641,2a21cb76-c7e,10/01/20,2020-01-10,15204.0285,D01,E
,9fd36cfe-cee,22ec4ba7-57e,0547bd2d-c11,12/11/18,2018-11-17,2889.5181,B05,I
,8893dae2-7ec,962cbaeb-669,5fd17557-d34,13/12/18,2018-11-30,2328.6114,B05,I
,896c4f39-e39,3b8c2ca6-361,1dd82b77-3e8,17/07/19,2019-07-20,4578.7017,C01,I
,84706050-586,43ca9384-f2b,12127cd7-747,03/09/19,2019-09-10,76.5195,D01,E
,fdc73883-174,8c6bae8b-cb6,174f69c3-a87,28/08/19,2019-08-27,1078.6539,D01,E
,b4cda037-97d,b8e1635c-a4e,44c2eaf9-c7c,12/08/19,2019-08-10,4.1700,D01,E
,3f3d3623-19a,98ee0e81-c80,7021eb99-031,06/11/19,2019-11-07,607.7775,D01,E
,b0af29c2-573,37cfd1a9-0bc,1ffbfc3d-438,12/08/19,2019-08-20,742.2600,D01,E
,b0af29c2-573,f0eca0cf-302,d479dea4-cfd,22/10/19,2019-10-20,2793.9000,D01,E
,b6d45199-208,b39cc951-973,65bfd50f-d66,22/07/19,2019-07-20,2152.7208,C01,I
,b6d45199-208,9b1568bf-df6,e9b2c7d5-71c,19/12/18,2018-12-20,2088.9615,C01,I
,cbe9ab6f-96a,0b94c190-bbb,8b19357b-fb2,25/01/19,2020-02-29,3239.7147,B05,I
,6d8aa80a-f17,a06cc774-45d,62c217ae-d71,25/03/19,2019-03-13,120.8049,D01,E
,084de3f0-f3b,a104214f-335,fad30bfd-5fc,15/08/19,2019-07-15,1793.1417,C01,I
,f1a7a230-506,6e510673-2c9,7e73d10a-fdd,10/12/19,2019-12-10,69.8475,D01,I
,bb893ed1-579,be16732e-7a5,0ca5f79e-977,25/10/19,2019-11-10,56.2950,D01,E
,2dd72848-0cc,0918777a-01b,76a84975-a80,14/10/19,2019-10-10,2437.5318,C01,I
,e7a0c120-527,1648a459-09b,23ef5a4d-8db,21/01/19,2019-01-20,74073.9201,D01,I
,e7a0c120-527,0195f482-e19,ff5ce936-e73,20/10/19,2019-10-20,62414.1414,D01,E
,eb264fbf-91f,f44cf9e3-7d3,8b2463a2-089,18/01/20,2020-01-18,60477.0096,D01,E
,d54e31b0-d13,73306afd-5dd,d8a58c4d-fb6,04/05/19,2019-05-13,373.6320,D01,E
,643994bf-c9b,72ea44e6-46d,845bb8a2-fde,18/09/19,2019-09-20,2911.8276,C01,I
,8eb847a8-1db,f4a3a312-055,795e781c-df8,12/08/19,2019-08-25,3591.5793,B05,I
,59854e75-f74,0f92aa7e-e27,f28b4f90-a4c,09/09/19,2019-09-15,745.5543,D01,E
,64790ae0-363,3f9973e4-156,55e07c65-f4d,17/06/19,2019-06-15,3658.5495,C01,I
,262959fc-43d,78be6fec-40d,53844e0f-d8b,08/03/20,2020-03-08,754.8534,D01,E
,5d41834e-78e,5e1da97b-0d1,d0c8cb48-c3a,05/07/19,2019-07-06,4481.4573,B05,I
,683b6494-eeb,bd14f692-a28,ad84d2f8-0e1,25/09/18,2018-12-12,2916.7482,B05,I
,f1a7a230-506,dbdba5cd-f6c,8cc44a93-bc8,10/01/20,2020-01-10,103.4577,D01,E
,6a508e33-5ff,400bb462-783,59419cb4-b32,06/07/19,2019-07-16,1668.0000,D01,E
,f69de942-175,6eada32c-eb2,7efe4d83-026,07/03/19,2019-03-05,9731.9877,C01,I
,60d88154-3e2,7d60ccb9-3d5,06def6bc-a6c,07/05/19,2019-05-13,1509.1647,D01,E
,33452693-cac,6b3c7062-9a4,2f3d3a77-133,13/11/19,2019-11-15,1924.5384,C01,I
,618c8c23-9ba,f6ae8c8e-db0,404bfb94-6cc,06/09/19,2019-09-10,2008.8558,C01,I
,618c8c23-9ba,b8bf70eb-3b4,a7eb727f-38d,21/06/19,2019-06-10,2029.7892,C01,I
,cf5371bd-b3e,1a54c8ae-a23,e2621be7-5d2,16/03/20,2020-03-15,802.9335,D01,E
,e41e4bab-7e6,4d94fcb3-9a5,d87c60fe-2cb,04/02/20,2020-02-05,478.5492,D01,I
,cd657767-943,1950a4f9-465,0844cd5f-d28,04/04/19,2019-03-10,2219.0238,C01,I
,dd861382-091,ac49ef63-71e,cc1e3a57-2b9,29/05/19,2019-06-11,56.2950,D01,E
,85f4288d-a56,3eb056a0-8d9,e1034c9c-ad0,15/08/19,2019-08-24,5283.0564,B05,I
,286996ab-88c,b46f4ac6-98c,4ffeb899-88f,11/06/19,2019-06-13,721.1181,D01,I
,ca714b86-43b,e9dfe06f-350,84e6952a-69f,15/04/19,2019-04-15,3858.8346,B05,I
,1a0da221-4d1,5441fee1-c59,34b0a4d4-d40,20/12/18,2018-12-20,1769.7063,C01,I
,e9ac6a75-72a,2e6082b6-380,b491ff57-aac,07/05/19,2019-05-10,2379.5688,C01,I
,0cccffa6-f1b,a5ea3b64-44c,e8edb488-824,05/08/19,2019-08-05,56.2950,D01,E
,52e3d694-35b,ffb22b99-192,1e8ffefe-ed8,01/03/20,2020-03-01,12225.0639,D01,E
,7a097572-3e6,ff968007-864,b908d5bd-775,05/06/19,2019-06-17,2443.6200,D01,E
,d021afbf-c8a,befa02fa-374,e9d23374-73f,08/05/19,2019-06-10,2494.7442,C01,I
,d2a05d0b-a4b,47bb0b71-27b,9f7b5b70-ce4,05/06/19,2020-04-03,2927.3817,B05,I
,8da4c8b4-41c,1f8290a3-a30,3a4b267e-216,18/01/19,2020-02-04,3545.5842,B05,I
,e3efbeb2-3b3,2cecd3ce-be5,07fe0dd6-44e,20/01/20,2020-01-20,62.5500,D01,E
,c4ccd097-196,5e058bc8-b18,d7f4b70f-758,13/03/19,2019-12-11,4020.5472,B05,I
,1cd2ad56-705,a3317f2d-f9a,41f8bf9e-651,08/12/19,2019-12-08,56.2950,D01,E
,e77382e1-10a,6f84c5f1-f91,2b0a4e37-3d9,16/07/19,2019-07-20,1758.9477,C01,I
,efdda055-972,d3efa240-f3e,3df00c49-d1b,15/03/19,2019-03-15,81.6069,D01,E
,f15e5716-fed,7f0eb41a-af7,864c49f3-cae,28/02/19,2019-05-17,2222.1513,B05,I
,1e2412b2-b4b,e66ea7a8-724,7c2e742c-224,06/12/18,2018-12-05,1551.8655,C01,I
,4c620860-285,ba59837a-cae,c56e7616-f6d,25/06/19,2020-12-10,2716.2546,B05,I
,8685ef36-d6b,e77dadec-001,6574f427-fc4,28/06/19,2019-06-28,3742.9503,B05,I
,926b4ce1-1de,91d84f84-520,9cef8f4f-0e1,27/02/19,2019-02-05,3675.5214,B05,I
,e7f6d5db-c1e,c1aab561-124,204b459c-c03,16/11/18,2018-10-20,3144.1800,C01,I
,52e3d694-35b,812445bb-ca3,2a290e6c-eb2,01/08/19,2019-08-01,11814.2355,D01,E
,3c6bcaa8-013,0bd7f246-aac,bf70b282-cc5,02/08/19,2019-08-02,5561.8626,B05,I
,bf836d44-a45,7deb12ad-f7c,553c36e1-615,31/10/19,2019-10-20,4726.3197,B05,I
,528b7aef-e19,316e8396-39a,829ba85a-540,08/03/19,2019-03-10,6787.4673,B05,I
,ac07ea1a-cf8,988e8653-dff,fc42a4b7-6fe,09/01/20,2020-01-10,1640.4780,D01,E
,1bfa1d21-ef6,ff1747e6-523,d18c04ad-f8c,25/06/19,2019-04-20,1884.1728,C01,I
,21f06c48-3af,89e4a9c0-7e5,98abfa1b-56f,10/04/19,2019-04-10,2281.5321,C01,I
,e9310c71-a55,cd602855-893,8f18b14f-f05,16/07/19,2019-07-16,3973.3011,B05,I
,15a6700a-f60,85a4ed87-ad1,78ea35e3-7be,10/01/19,2019-01-10,1335.8178,D01,I
,6b132ffe-839,5c7ecc44-309,40a4ed4f-2c2,29/03/19,2020-01-09,3755.2101,B05,I
,01969739-4d5,bebcb1bd-763,444b0d00-f8c,29/03/19,2019-04-01,1121.2713,D01,E
,543f540d-56b,5b3a66a0-e76,a3e1ef2f-17e,11/02/19,2018-12-10,3187.7565,C01,I
,f1a7a230-506,c3f700b1-084,cd93984e-f4c,10/10/19,2019-10-10,69.8475,D01,E
,ec27644e-494,e27fa4f1-5db,62ea47b4-9ca,11/06/19,2019-06-20,860.1876,C01,I
,8d4840ec-db4,70effd89-2f0,7bea5a36-1e3,17/06/19,2019-06-17,53.8764,D01,E
,41084166-a77,c6352c7c-aeb,a2da34de-26e,15/10/18,2018-10-15,1204.8381,C01,I
,c6f94e4c-b64,463b25dc-70a,e284dd66-57e,05/11/19,2019-11-05,4914.8037,B05,I
,0dcdb75d-f3b,e31ae219-d0c,a4af5f54-ef2,05/01/19,2019-01-05,397.6929,D01,I
,4435c120-2ef,70128e02-18b,86eb1080-49b,25/09/19,2019-09-25,195.9483,D01,E
,eb264fbf-91f,4c4ad32a-f0a,129977f4-f6f,14/09/19,2019-10-18,109003.1745,D01,E
,eb264fbf-91f,9028ced1-63d,372aa2c2-c32,18/11/19,2019-11-18,105888.3096,D01,E
,eb264fbf-91f,6993863a-593,df5f163a-6b6,18/03/19,2019-03-18,73527.4416,D01,E
,10876503-76d,294ed4b9-549,38db54a8-321,26/01/20,2020-01-26,5739.2544,D01,E
,9c934ada-635,959f20fe-715,9a677198-7da,24/10/19,2019-11-06,1598.0691,D01,E
,6da930ab-f32,cb003ccd-509,2e80f23b-f8d,24/01/20,2020-01-13,1353.9156,D01,E
,7d393f40-5f1,c3b31396-ef2,f635b1ec-6f9,04/04/19,2019-03-25,135.6501,D01,I
,1e683c7d-b78,c097961e-5a6,26a64d70-c32,15/01/20,2020-01-15,4576.1580,D01,E
,a530ec63-da1,21dba615-bd4,786d1092-994,01/07/19,2019-07-01,4159.7418,B05,I
,8afb34e9-3b3,38d71f67-dcd,2894a92b-484,04/02/19,2019-01-20,5004.2085,C01,I
,0e082290-b3d,673f354c-79d,f2b19a0b-63c,14/08/19,2019-07-15,4383.3789,B05,I
,e3efbeb2-3b3,115bf308-8f2,b605a71f-d78,20/01/20,2020-01-20,62.5500,D01,E
,25639248-d5a,6ad96f8c-6b5,7f9002e7-98a,08/01/19,2019-01-08,3198.1398,B05,I
,d8bb968d-c83,80644d7e-46f,040c3c2e-da6,15/07/19,2019-07-15,1539.6891,C01,I
,d258043c-a09,0e9009d2-e65,7ceb791c-138,07/06/19,2019-06-07,8227.5768,D01,I
,3b9d4d88-5c8,cea51da0-5aa,51da840c-317,02/05/19,2019-05-01,1648.9431,D01,I
,d54e31b0-d13,9d3c4837-f20,7851384e-654,16/02/19,2019-02-13,320.5479,D01,I
,8da4c8b4-41c,f65385d6-e59,55acf5fa-65d,18/01/19,2020-11-04,3545.5842,B05,I
,d5a902f3-82a,aea7b15a-84e,fe2063a8-7a7,15/10/19,2019-10-20,2422.6866,C01,I
,1cf8f51a-f48,76f4dbcd-10c,1bca85a3-68d,15/05/19,2019-05-28,5750.9721,B05,I
,e7a0c120-527,de57cf60-06e,f9efc62c-85a,20/09/19,2019-09-20,138618.8481,D01,I
,85f4288d-a56,98c6a2a4-51d,a697aae9-74a,18/12/18,2018-12-24,5283.0564,B05,I
,d6a67c59-382,3cbd1d1c-ccc,2b5d4c03-9d7,15/08/19,2019-08-15,215.0469,D01,E
,1e2412b2-b4b,f2e7a74e-164,53e2ff70-df1,06/11/18,2018-11-05,1539.2304,C01,I
,3c722557-465,56969a9e-f53,98e7a9dd-a6e,02/05/19,2019-05-06,4757.8449,D01,E
,aabd4038-3e0,5b829c9f-c28,a154e4a6-5c9,07/02/20,2020-02-05,47.5797,D01,I
,4383c153-0d3,8e684121-a87,8503685d-0eb,18/01/19,2019-01-20,4239.5139,C01,I
,866339e9-d0c,b7af81f0-cc2,fb81fc4b-edd,10/01/20,2020-01-10,19.7658,D01,E
,b7682b64-ff7,6467fcd2-502,4066b8d8-16f,14/01/19,2019-01-14,5480.2974,B05,I
,6da930ab-f32,f4fc61fb-9e9,9cc160db-487,12/12/19,2019-12-13,1353.9156,D01,E
,b0af29c2-573,48167693-62a,0bfdc33a-e18,20/04/19,2019-04-20,6052.9635,D01,E
,35116b6f-5fc,f70f547c-968,7a1a3c2d-9a0,15/01/19,2019-01-15,2375.9826,C01,I
,086537bf-6da,67c5bd5e-9e8,3f48b9fc-1fa,10/02/20,2020-02-10,56.2950,D01,E
,ed558f25-a8f,bcbfa032-eee,50ed051b-283,20/01/20,2020-01-20,3156.6066,D01,E
,2ce98d20-7e3,7d3d991b-3f2,cc0a8a93-54c,25/04/19,2019-04-25,179.5185,D01,E
,ebb3b76d-db4,0bda062a-366,78b1c549-5dd,05/10/19,2019-10-05,62.5500,D01,E
,ebb3b76d-db4,feccc8af-bd2,daa1f4b1-767,05/09/19,2019-09-05,62.5500,D01,E
,d6f7eeb2-b3f,e9aeae45-c82,22b5dc57-ade,12/03/19,2019-03-12,2179.7424,C01,I
,1d117fe6-a6f,5cc0c8cc-39a,07a58103-4d3,01/11/19,2019-11-06,1977.8310,C01,I
,a530ec63-da1,dccce18d-b56,8c995c27-f95,01/11/19,2019-11-01,4159.7418,B05,I
,f1a7a230-506,36e550b0-f88,84168652-f8e,10/09/19,2019-09-10,915.7737,D01,E
,9c934ada-635,363a5171-07e,e1d82187-459,04/10/19,2019-10-07,1633.3056,D01,E
,82da8081-806,f04d56f1-a0b,2ae59a39-77c,06/02/20,2020-02-17,575.4600,D01,E
,86731dcd-ff9,f5de7dbd-c3f,799eae75-a26,07/08/19,2019-08-25,3528.9042,B05,I
,77d16288-070,23345f54-0d9,13c9413e-05f,10/09/19,2019-09-10,125.1000,D01,E
,ef4989cc-219,0dda1b10-f06,ab840522-34d,29/03/19,2019-03-29,3694.6200,B05,I
,04a2cbd1-853,b0d2c91b-ace,d96aa9ee-5d3,18/06/19,2019-06-14,1630.2615,D01,I
,af5fd6ef-c4f,8f80127e-aae,c9913b01-ee7,08/02/20,2020-02-10,303.4926,D01,E
,dd14a0bc-c93,9ec318a6-562,f2938957-f2e,18/09/19,2019-09-18,2510.1315,B05,I
,85f4288d-a56,cc7fcf78-09e,32859bfe-199,10/01/19,2019-01-24,5283.0564,B05,I
,b0af29c2-573,4bd828e6-c45,bc18449a-d98,18/11/19,2019-11-20,3711.3000,D01,E
,6b132ffe-839,1d049752-4fd,d73e47c6-a06,29/03/19,2020-02-09,3755.2101,B05,I
,64790ae0-363,22f50353-e65,267fbd9f-073,15/05/19,2019-05-15,3684.1533,C01,I
,eb264fbf-91f,aa1c5441-f21,d8d05db8-812,18/07/19,2019-07-18,56679.0570,D01,E
,ebb3b76d-db4,d4f6e603-3e7,a982dae3-2cc,06/05/19,2019-05-05,62.5500,D01,E
,ebb3b76d-db4,0a69e54e-ea8,e49a808b-975,05/01/20,2020-01-05,69.8475,D01,E
,c133b4b5-7dc,21229d23-33d,f05ce0a0-cbe,17/06/19,2019-03-20,3243.2592,C01,I
,f3689b02-c34,c59daa91-be9,6141f1b6-0e1,01/04/20,2020-04-01,162.5883,D01,I
,f316a63c-de5,9a20218f-9a0,8199b2dd-c9b,10/04/19,2019-04-10,319.2969,D01,E
,c1564808-52e,2d2dc0f2-3ab,b332d5b7-6cd,23/09/19,2019-09-22,2590.3206,C01,I
,ef765049-a30,6fff04e1-b0c,aceb5861-540,16/08/19,2019-08-13,54.1683,D01,I
,adb2629a-35e,227cef41-384,36e09486-7b3,10/12/19,2019-12-10,4209.8652,D01,E
,adb2629a-35e,5198f96f-1ba,c915af96-185,10/04/19,2019-04-10,1703.0697,D01,E
,7064a12c-c4e,36e5804a-caf,275b40c6-0a9,07/10/19,2019-10-07,3266.7780,D01,E
,9c329e7c-21e,eb4f1997-d0e,a613ac67-65c,27/05/19,2018-07-10,2723.1351,C01,I
,f4be81e6-f70,2368cabb-02f,4792aeaa-70c,20/07/19,2019-07-20,1033.7847,D01,E
,ed0bd1d8-5de,e7355315-b40,31ce703c-4e5,15/04/19,2019-04-25,1526.3034,D01,E
,f6510dc4-2f6,e5c4dd53-7ed,b8facc4f-5c0,09/09/19,2019-09-15,3856.1241,D01,E
,17b5edc3-b97,f8d9ca07-9ff,92393668-375,08/05/19,2019-04-20,1904.1054,C01,I
,cbe9ab6f-96a,a04bfef4-02f,e77348b8-432,25/01/19,2020-03-31,3239.7147,B05,I
,76edefab-169,64812537-c9e,05f95787-b85,02/04/19,2019-04-07,5770.8213,B05,I
,15a6700a-f60,25ddd467-040,83c54196-f0d,11/03/19,2019-03-10,2861.9961,D01,E
,15a6700a-f60,21d30b87-511,c3379d15-be0,10/04/19,2019-04-10,2227.1136,D01,E
,e83d12b3-8d4,d1a25533-b62,aa3ab14f-800,20/12/19,2019-12-15,9017.2914,D01,E
,37affef8-a2a,c9574945-f83,2c66fa00-0d0,11/11/19,2019-11-15,1955.8134,C01,I
,1cf8f51a-f48,8fa0b4ca-df2,be65e07e-cd1,23/05/18,2020-08-28,4050.3210,B05,I
,a21923e8-b2d,372fa3cd-c05,53ff2e88-69e,20/05/19,2019-05-20,1555.4517,C01,I
,fe28b7d7-305,0c95ed3f-c6d,fdf30290-777,13/08/19,2019-08-13,839.2959,D01,E
,102595d7-d15,58841515-bee,7490e1cc-971,11/03/19,2019-03-14,2506.5453,C01,I
,9c934ada-635,a06947f7-129,cb4bee5e-a51,27/08/19,2019-09-06,4126.2984,D01,E
,84dc9f36-50a,3f1bc9c5-f90,ab1fe9c0-3d0,23/12/19,2019-12-26,814.5678,D01,E
,e2eefb95-515,c945fe41-1ad,b906f5dd-f3a,07/10/19,2019-10-23,4342.1793,B05,I
,f5a47e7f-e92,d3b182e2-732,07181fcb-c43,26/03/19,2019-03-28,513.9108,D01,E
,b0af29c2-573,e422acd4-011,b6f0c9d6-678,22/01/20,2020-01-20,2689.6500,D01,E
,88cc0591-dd7,0729a000-376,e16b2b64-54a,10/05/19,2019-05-10,3139.6764,D01,E
,8742f72d-3c4,9055058d-b95,5bafd173-46c,11/03/19,2019-03-14,219.6339,D01,E
,8742f72d-3c4,8260338d-190,80e09a7b-967,15/07/19,2019-07-15,219.6339,D01,E
,15c5a87b-2a2,540d6697-c1c,b150d1ef-4f6,08/02/19,2019-02-12,2794.7340,C01,I
,b60be028-e0f,639b6f0a-6de,fbad10d7-672,21/12/18,2018-12-20,2176.6566,C01,I
,c048445e-0f1,686fd2f0-1da,03b51a77-483,03/06/19,2019-06-01,1302.9165,D01,E
,806ab415-47a,a10c71ee-c66,6e7533a4-0d7,20/02/19,2019-02-20,2485.6119,C01,I
,806ab415-47a,7330dcf2-88e,8700ff4a-e19,22/07/19,2019-07-20,2562.3816,C01,I
,024e6168-a85,8b2e7963-9f6,19560957-0c7,06/09/19,2019-09-08,10.2999,D01,I
,024e6168-a85,21172e28-38d,eff08e31-df1,07/05/19,2019-05-08,3924.0117,D01,E
,b60be028-e0f,c67ee781-0c0,ce149e91-04f,21/05/19,2019-05-20,2260.6404,C01,I
,a8e5df3d-bbe,20bb4646-9ff,95812152-f80,17/06/19,2019-06-15,600.2715,D01,E
,cbe9ab6f-96a,932a5f36-199,9840adf9-8ae,25/01/19,2019-06-30,3239.7147,B05,I
,cbe9ab6f-96a,730110c2-ad8,e4427d8c-163,25/01/19,2019-04-30,3239.7147,B05,I
,ecffc017-7de,c6381e4a-afe,0387e0df-01a,10/06/19,2019-06-10,43.7850,D01,E
,7f423d47-6e8,5a5a9b44-683,4faac3f3-7aa,25/06/19,2019-06-25,52.1250,D01,E
,2e82cfb5-23c,6cd173b1-699,d001efcb-b4f,31/07/19,2019-08-05,1936.2561,C01,I
,eff68c56-47f,d3e5fc40-3e5,398fcee4-5a6,08/07/19,2019-07-08,1884.7566,D01,I
,ad12e989-b46,55eb9e2d-5ed,602f7db3-d79,05/02/20,2020-02-05,3352.0962,D01,E
,3448b7aa-c1f,bd85d1e2-f96,fcf3927d-69b,03/12/18,2018-11-20,1755.0696,C01,I
,ebb3b76d-db4,69f3e8ae-eeb,576716e1-e94,05/04/19,2019-04-05,62.5500,D01,E
,ebb3b76d-db4,668d81e2-805,aed8931d-a59,05/09/19,2019-09-05,62.5500,D01,E
,48b497aa-ca2,b21c3f8e-a22,e2832a94-552,21/10/19,2019-10-18,6192.4500,B05,I
,018b4778-b1d,0181d040-a7d,73576876-1ad,15/05/19,2019-05-15,2170.3182,D01,I
,018b4778-b1d,d0c87642-845,aaf68fb6-ca7,15/09/19,2019-09-15,2612.2965,D01,E
,dc058c1d-203,0ddedc59-ab3,804c8981-fa8,14/02/19,2019-02-15,489.9333,D01,E
,b462b1bc-461,f258f698-758,a0709637-a76,19/01/20,2020-01-20,11494.5216,D01,E
,39cfbcf1-d2e,,490266af-d55,30/04/19,,5764.2327,C01,I
,25664906-a2a,3f8a12ec-58b,cf229858-eb0,19/08/19,2019-08-16,2409.4677,D01,E
,46300008-fa0,a87fceaa-6d8,cf6b3640-b9a,21/03/19,2019-03-21,7479.1452,B05,I
,0f842b42-4ef,7f7792cf-523,d9712fbe-d7c,15/05/19,2019-05-20,2031.0819,C01,I
,968bba7a-06e,716720d1-565,b4f1a7f3-fe3,08/05/19,2019-04-20,0.0417,D01,E
,2100896c-f3c,fd77df59-91f,9ca50b71-6ce,08/11/19,2019-11-08,6264.0906,B05,I
,dec62774-f36,3dd673b9-c39,3680fec3-a5e,25/01/20,2020-01-27,263.4606,D01,E
,a8977158-83e,116f1079-966,5173eadc-433,05/07/19,2019-06-29,3284.5839,B05,I
,b0af29c2-573,b826e1d8-9f2,77181fdc-511,02/09/19,2019-08-20,2842.9392,D01,E
,4ef38074-8f7,3ff92999-abd,71dd263a-a76,05/09/19,2019-09-20,2378.1927,C01,I
,59854e75-f74,52dd9cb9-cde,a9f10054-54b,26/08/19,2019-08-15,1231.7346,D01,E
,8df46282-43a,ec1aba79-307,6b82e619-fad,11/10/18,2018-10-10,3878.8506,C01,I
,457eeab4-9b0,c6d31fe4-ad9,4c18924d-beb,07/02/19,2019-02-05,2722.4262,C01,I
,2ce98d20-7e3,cfe3d10a-7fb,95a9e506-119,27/01/20,2020-01-25,2797.4445,D01,E
,a78cb214-c70,2fb95b19-b41,7d0bed56-0e4,06/12/18,2018-12-06,3573.6900,B05,I
,50fe2fba-08e,87b65420-991,dbaa19a8-e91,31/01/19,2019-02-10,917.7336,D01,E
,dc058c1d-203,1dd829b3-bdc,5d453d85-abd,15/05/19,2019-05-15,1191.0354,D01,E
,1cf8f51a-f48,97ed21d9-98a,2ebd75c9-37c,16/07/19,2019-08-28,5783.7483,B05,I
,e69a0842-fd7,d684481f-665,a041fae7-b08,10/02/20,2020-02-11,1009.0566,D01,E
,fd8c1006-f13,4e2b8508-b72,0ac0de25-7ca,15/07/19,2019-07-15,2963.8692,C01,I
,ad12e989-b46,444e5481-9f3,5bfe6ebd-be6,05/01/20,2020-01-05,2505.9615,D01,E
,ad12e989-b46,26cdb9c4-841,e1d865a6-b95,10/10/19,2019-10-10,1967.1558,D01,E
,c133b4b5-7dc,1777d6c9-113,dcc6301c-542,22/07/19,2019-06-20,3309.2286,C01,I
